commit_sha,id,number,state,body,title,created_at,updated_at,closed_at,merged_at,draft
e0b5abaaae35242fa74372f26c24107711702a4e,186821350,371,closed,,Initialize user map,2018-05-09 05:32:39+00:00,2018-05-26 22:17:28+00:00,2018-05-26 22:17:22+00:00,2018-05-26 22:17:22+00:00,False
c85619274f5d55a67491010f883a91f568b3a9b0,187650450,376,closed,,[deps] Add go.mod for versioned Go,2018-05-13 03:24:37+00:00,2019-06-16 20:05:38+00:00,2018-05-17 17:36:24+00:00,2018-05-17 17:36:24+00:00,False
e3702bed27f0d39777b0b37b664b6280e8ef8fbf,187650215,375,closed,,"[docs] Improve docstrings for middleware, skipclean",2018-05-13 03:15:31+00:00,2018-05-13 03:22:37+00:00,2018-05-13 03:22:34+00:00,2018-05-13 03:22:34+00:00,False
fdeb7bc314fecece4e261b048f5fee1cb80208fe,187648973,374,closed,"The example in the README does not pass the request through a mux therefore the request variables from the path are never populated. Update the sample to create a minimum viable router to use.

Fixes #373",Doc fix for testing variables in path,2018-05-13 02:20:10+00:00,2018-05-13 14:24:57+00:00,2018-05-13 03:09:30+00:00,2018-05-13 03:09:30+00:00,False
5e55a4adb89fb64e8b13bbd302eeedac7a4ba5d8,183578979,366,closed,Implements the behavior discussed in #353 with @elithrar. I'm not sure if this is the best way to only match based on path only.,Add MethodMiddleware,2018-04-23 22:56:06+00:00,2018-05-12 01:30:48+00:00,2018-05-12 01:30:15+00:00,2018-05-12 01:30:15+00:00,False
ded0c29b24f96f46cf349e6701b099db601cf8ec,185111914,370,closed,,Fix linter issues (docs),2018-05-01 03:06:27+00:00,2018-05-13 03:16:23+00:00,2018-05-01 03:11:36+00:00,2018-05-01 03:11:36+00:00,False
b57cb1605fd11ba2ecfa7f68992b4b9cc791934d,181981616,364,closed,,[build] Update Go versions; add 1.10.x,2018-04-16 20:38:44+00:00,2018-04-16 20:45:24+00:00,2018-04-16 20:45:20+00:00,2018-04-16 20:45:20+00:00,False
94231ffd98496cbcb1c15b7bf2a9edfd5f852cd4,179178144,363,closed,"Prior to this change, the example documentation found in the README.md has an errant code which
won't work in the table-driven code example.

This change modifies the variable name from `t` to `tc` so it does not conflict with the `t *testing.T` struct definition.

* Adds a range clause to the `for` statement
* Modifies `for` statement scope to use `tc.shouldPass`, and `tc.routeVariable`

Doc: https://github.com/gorilla/mux#testing-handlers",Fix table-driven example documentation,2018-04-03 18:13:01+00:00,2018-04-03 18:23:31+00:00,2018-04-03 18:23:31+00:00,2018-04-03 18:23:31+00:00,False
4dbd923b0c9e99ff63ad54b0e9705ff92d3cdb06,174982885,355,closed,"Enables neater syntax when chaining several middleware functions:

``` go
router.Use(mwFunc1, mwFunc2, mwfunc3)
```

Fully backwards-compatible when using a single function as argument.",Make Use() variadic,2018-03-14 14:58:41+00:00,2018-03-14 16:31:39+00:00,2018-03-14 16:31:27+00:00,2018-03-14 16:31:26+00:00,False
07ba1fd60e210dc5cc6f86ec25dc9ecc7c95c295,171275675,350,closed,"I missed README file.

[related](https://github.com/gorilla/mux/pull/349)",Modify http status code to variable in README,2018-02-26 03:34:54+00:00,2018-02-26 05:11:56+00:00,2018-02-26 05:11:51+00:00,2018-02-26 05:11:51+00:00,False
d284fd84214eaf533d13ee880d2ab978ef81d7a2,171230102,349,closed,Go provides HTTP status codes as  const variables.,Modify 403 status code to const variable,2018-02-25 13:27:08+00:00,2018-02-25 16:09:00+00:00,2018-02-25 16:08:54+00:00,2018-02-25 16:08:54+00:00,False
c0091a029979286890368b4c7b301261e448e242,164112028,340,closed,For #339,Create authentication middleware example.,2018-01-20 05:19:23+00:00,2018-03-09 23:40:26+00:00,2018-01-20 07:58:20+00:00,2018-01-20 07:58:20+00:00,False
0fdf828bb28a79b519024e2e29915e851b73e580,164106538,335,closed,"Clarify in documentation that SetURLVars does not modify the given *htttp.Request, provide an example of usage.

Addresses #334 ",[docs] Clarify SetURLVars,2018-01-20 02:38:36+00:00,2018-01-20 06:28:50+00:00,2018-01-20 06:28:50+00:00,2018-01-20 06:28:50+00:00,False
077b44c2cf82958550c79f5885ee64900cdcee22,164110857,338,closed,"They actually return an error instead of an empty list. `GetMethods` happened to not return an error, but it should for consistency, so I added that as well.",Document route.Get* methods consistently,2018-01-20 04:42:17+00:00,2018-01-20 04:52:10+00:00,2018-01-20 04:51:42+00:00,2018-01-20 04:51:42+00:00,False
dc835075986d1932ee5495f32e3631770715fd6c,164110728,337,closed,"Fixes #323.

Also removed the duplicate ""listing routes"" example.","README.md: Improve ""walking routes"" example.",2018-01-20 04:38:30+00:00,2018-01-20 04:47:51+00:00,2018-01-20 04:47:48+00:00,2018-01-20 04:47:48+00:00,False
3dbb9ed96e4b25ec143f9d484ad5695179f10d47,164108047,336,closed,"README.md file , Graceful Shutdown demo code miss ""time"" package import

https://github.com/gorilla/mux/blob/master/README.md#graceful-shutdown","README.md: add miss ""time""",2018-01-20 03:18:40+00:00,2018-01-20 04:20:25+00:00,2018-01-20 04:20:17+00:00,2018-01-20 04:20:17+00:00,False
ad8790881febb89da2b487073a57e079fa4aaa6f,163776321,333,closed,Addresses https://github.com/gorilla/mux/pull/294#discussion_r162309666,[docs] Fix doc.go,2018-01-18 17:37:44+00:00,2018-01-18 17:54:01+00:00,2018-01-18 17:53:57+00:00,2018-01-18 17:53:57+00:00,False
69dae3b874ba34bcaa563d5e5b1680334bfd9b73,163324018,331,closed,Addresses a checkbox in https://github.com/gorilla/mux/issues/151,[docs] Add testing example,2018-01-17 00:40:33+00:00,2018-03-09 23:40:47+00:00,2018-01-17 07:16:36+00:00,2018-01-17 07:16:36+00:00,False
63c5c2f1f01d8151addc1b09edc9f39a8a217993,163342968,332,closed,,[docs] Fix Middleware docs typos,2018-01-17 03:27:15+00:00,2018-03-09 23:40:46+00:00,2018-01-17 07:16:07+00:00,2018-01-17 07:16:07+00:00,False
0b74e3d0fe68bbe7c66e693df167074f7f527e86,163296696,330,closed,Just making the graceful shutdown example copy paste-able ,Make shutdown docs compilable,2018-01-16 21:52:14+00:00,2018-01-16 22:43:48+00:00,2018-01-16 22:43:48+00:00,2018-01-16 22:43:48+00:00,False
53c1911da2b537f792e7cafcb446b05ffe33b996,140375101,294,closed,See discussion in #293 for more details.,Add middleware support as discussed in #293,2017-09-11 16:13:05+00:00,2018-02-01 11:02:29+00:00,2018-01-16 17:23:48+00:00,2018-01-16 17:23:48+00:00,False
5bbbb5b2b5729b132181cc7f4aa3b3c973e9a0ed,161469033,329,closed,"* Added a graceful shutdown example (was writing this for a project and figured I'd share)
* Fix indentation across the README.  ",[docs] Add graceful shutdown example,2018-01-06 06:44:46+00:00,2018-01-07 15:57:13+00:00,2018-01-07 15:57:09+00:00,2018-01-07 15:57:09+00:00,False
512169e5d707b96d6306216743bb7884a2b3a3c9,161244998,328,closed,"The existing options matchPrefix, matchHost, and matchQueries are
mutually exclusive so there's no point in having a separate boolean
argument for each one. It's clearer if there's a single type variable.

strictSlash and useEncodedPath were also being passed as naked bools so
I've wrapped these in a struct called routeRegexpOptions for more clarity
at the call site.","refactor routeRegexp, particularily newRouteRegexp.",2018-01-05 00:01:34+00:00,2018-03-09 23:40:27+00:00,2018-01-05 18:40:59+00:00,2018-01-05 18:40:59+00:00,False
5ab525f4fb1678e197ae59401e9050fa0b6cb5fd,156892805,322,closed,"As discussed in #233, it will be useful to have a test focused API to set URL params. Currently this is not possible because the route key type used to store the vars in the context is private and the setVars function is also private.

Currently there are two work arounds to address this, the first being to make pull the vars extraction up in to the middleware layer, which requires a significant refactor and the other is to spin up a server and running the request through a route to populate the context with the vars. The problem with this is that it's very heavy handed and for those running tests in hosted CI environments like travis, the extra bloat can slow down test execution potentially to the point where testing handlers no longer becomes viable.

This should allow for the testing of routes and route handlers to be done separately while also preserving the current level of indirection that has allowed for the underlying context implementation to be changed (as seen in this [PR](https://github.com/gorilla/mux/pull/169)).

The added public API end point is prefixed with ""Test"" and can be found in `testing.go` to emphasise that this is a utility specifically meant for testing rather than in normal program flow. This notion of testing as a public API is borrowed from this slide [Advanced Testing with Go](https://speakerdeck.com/mitchellh/advanced-testing-with-go?slide=53).

",Public test API to set URL params,2017-12-07 02:54:53+00:00,2017-12-08 16:08:16+00:00,2017-12-08 16:08:16+00:00,2017-12-08 16:08:16+00:00,False
7904d2e42e7ebbdb4a6eb3e57eb201b11df25c57,155975446,320,closed,"Implements the documentation aspect of #124.

Updates the documentation comment header for `route.go:Route.HeadersRegexp`. And also adds `example_route_test.go` containing:  
1. `ExampleRoute_HeadersRegexp`. Demonstrates the wildcard behavior of Go's `regexp.Compile`.
2. `ExampleRoute_HeadersRegexp_exactMatch`. Demonstrates strict matching using start and end of string anchors.",[docs] Add example usage for Route.HeadersRegexp,2017-12-01 22:51:50+00:00,2017-12-04 16:11:21+00:00,2017-12-04 16:11:15+00:00,2017-12-04 16:11:15+00:00,False
c572efe4294d5a0e354e01f2ddaa8b1f0c3cb3dd,156028301,321,closed,"* StrictSlash enabled routes return a 301 to the client
* As per the HTTP standards, non-idempotent methods, such as POST or PUT, will be followed with a GET by the client
* Users should use middleware if they wish to change this behaviour to return a HTTP 308.

Addresses https://github.com/gorilla/mux/issues/308",[docs] Note StrictSlash re-direct behaviour #308,2017-12-02 19:50:11+00:00,2017-12-02 20:39:29+00:00,2017-12-02 20:38:52+00:00,2017-12-02 20:38:52+00:00,False
65ec7248c53f499f6b480655e019e0b9d7a6ce11,155209691,318,closed,,Create ISSUE_TEMPLATE.md,2017-11-28 23:18:56+00:00,2017-11-29 00:00:14+00:00,2017-11-29 00:00:10+00:00,2017-11-29 00:00:10+00:00,False
4a3d4f3dd2a7b32b26dc262a143440e75767f94d,154863359,317,closed,"Fix handler match for subrouters created from method-matcher-based routes where the paths match (issue #300).

- Add a test case for routers with methods-based subrouters and matching paths
- Pass the test case with an addition to `Route.Match`
",[bugfix] Fix method subrouter handler matching (#300),2017-11-27 16:58:46+00:00,2017-11-28 20:49:57+00:00,2017-11-28 19:51:17+00:00,2017-11-28 19:51:17+00:00,False
2d5fef06b891c971b14aa6f71ca5ab6c03a36e0e,151555587,314,closed,https://github.com/gorilla/mux/pull/306 changed UseEncodedPath to use native go encoded path handling so cautions in it's docs are no longer applicable.,docs) fix outdated UseEncodedPath method docs,2017-11-09 03:46:48+00:00,2017-11-09 03:54:31+00:00,2017-11-09 03:54:03+00:00,2017-11-09 03:54:03+00:00,False
7f08801859139f86dfafd1c296e2cba9a80d292e,150596948,311,closed,"As discussed in #293, it should be useful if `RouteMatch.MatchErr` were set to an error if no match is found, even if some subrouters have a custom `NotFoundHandler`.",MatchErr is set to ErrNotFound if NotFoundHandler is used,2017-11-03 18:19:37+00:00,2017-11-05 19:32:38+00:00,2017-11-05 17:23:21+00:00,2017-11-05 17:23:21+00:00,False
9f48112f18a17f59ef17cfd7eea0d8c955504ebc,150705971,313,closed,The return values are getting confusing. Hopefully this helps.,Document router.Match,2017-11-05 03:31:20+00:00,2017-11-05 04:34:25+00:00,2017-11-05 04:08:26+00:00,2017-11-05 04:08:26+00:00,False
bc452d92e321dc63d7b1190f9627ecd950ef1899,150694257,312,closed,"Allow CI failures on tip (warn, don't error)",[build] Allow tip failures,2017-11-04 20:49:32+00:00,2017-11-04 20:51:31+00:00,2017-11-04 20:51:27+00:00,2017-11-04 20:51:27+00:00,False
c9183aaddd2672bdebcc2d2192ed9c788b4af1e8,147146769,306,closed,"This change drops support of go < 1.5. go1.4 has been [officially unsupported](https://golang.org/doc/devel/release.html#policy) since go1.6 was released 2016/02/17.

The PR was motivated by a bug I discovered, where `req.RequestURI` was returning `""""`, so my router was failing to route on the escaped path.

Very open to thoughts and/feedback on how to proceed. Thanks!",Use req.URL.EscapedPath() instead of getPath(req),2017-10-17 20:37:15+00:00,2017-10-20 03:46:21+00:00,2017-10-20 03:46:21+00:00,2017-10-20 03:46:21+00:00,False
10490f55fae320638e3418054ae58b3ab0ec2e98,145896484,304,closed,"Developers can now extract the query templates and regexps from a router as lists of combined query pairs.

## Description
The implementation returns lists of combined pairs of registered `Queries`; as templates or regexps. It was deemed more appropriate to return lists, at least for regexps, rather than a joined string of all combined pairs, since each query pair is considered a separate matcher, e.g., if we have the following: `Queries(""foo"", ""{v1}"", ""baz"", ""{v2}"")`, when joined using regexps we would end up with: `^foo=(?P<v0>.*)$,^baz=(?P<v0>.*)$`. The multiple `v0` entries might be confusing. For the query template, we could consider joining, but even then it will be a bit strange, e.g., `foo={v1},baz={v2}`.

## Motivation and Context
Being able to extract all parts of a registered route, including queries, can be very useful. In particular when generating REST API documentation. In addition, it can be useful to determine that tests have been written for all registered routes; by matching recorded and registered routes with their various parts.

## How Has This Been Tested (if appropriate)? 
Added `testQueriesRegexp` and `testQueriesTemplates` methods and added `queriesTemplate` and `queriesRegexp` fields to `routeTest`. All `TestQueries` cases are using this functionality.

## Types of changes
<!--- What types of changes does your code introduce? Put an 'x' in all the boxes that apply: -->
- [ ] Bug fix (non-breaking change which fixes an issue)
- [x] New feature (non-breaking change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to change)
- [ ] Refactoring (non-breaking changes, no bug fixing, no new features)
- [x] Testing (New unit/integration/performance tests)

## Checklist:
<!--- Go over all the following points, and put an 'x' in all the boxes that apply. -->
<!--- If you're unsure about any of these, don't hesitate to ask. We're here to help! -->
- [x] I have updated the documentation accordingly.
- [x] I have added tests to cover my changes.

## Related tickets or issues:
This resolves issue #287 ",[ISSUE-287] GetQueriesTemplates and GetQueriesRegexp extraction,2017-10-11 09:22:03+00:00,2017-10-20 01:20:11+00:00,2017-10-20 01:19:04+00:00,2017-10-20 01:19:04+00:00,False
9bd9ff2d1d2a0660d35050674f2c3112547997af,145732134,303,closed,,Added 1.9 build step,2017-10-10 15:51:12+00:00,2017-10-10 21:54:56+00:00,2017-10-10 21:54:56+00:00,2017-10-10 21:54:56+00:00,False
bdd5a5a1b0b489d297b73eb62b5f6328df198bfc,145341215,301,closed,"WriteHeader did only set status field for a local copy that was discarded
upon return.",Fix WriteHeader in TestA301ResponseWriter.,2017-10-08 16:07:06+00:00,2017-10-08 21:49:14+00:00,2017-10-08 21:49:13+00:00,2017-10-08 21:49:13+00:00,False
3f19343c7d9ce75569b952758bd236af94956061,142467960,297,closed,"Being able to depend on this order will make some of my applications easier to follow.

As far as I can tell, this describes the current behavior:
https://github.com/gorilla/mux/blob/24fca303ac6da784b9e8269f724ddeb0b2eea5e7/mux.go#L52-L53",Document evaluation order for routes,2017-09-21 23:29:00+00:00,2017-09-22 20:54:22+00:00,2017-09-22 20:54:15+00:00,2017-09-22 20:54:15+00:00,False
24fca303ac6da784b9e8269f724ddeb0b2eea5e7,139249745,292,closed,,README.md: add missing `.`,2017-09-05 06:59:31+00:00,2017-09-05 17:10:53+00:00,2017-09-05 17:10:44+00:00,2017-09-05 17:10:44+00:00,False
bb285ea687c5c77bb6935fdb2402b121d8efcbec,138525513,289,closed,,[docs] Fix missing space in docstring,2017-08-30 20:52:54+00:00,2017-09-01 14:41:47+00:00,2017-08-30 20:57:42+00:00,2017-08-30 20:57:42+00:00,False
a659b61323b075cb38ad03aa43749e52eb4948e0,136448299,288,closed,"This is my attempt to handle the Issue #271 . All existing tests are passing and I have added an additional test for current feature. 

This is my first major contribution to a big open source project. Please feel free to suggest any change. ",Fix #271:  Returning 405 instead of 404 when request has method mismatch with route,2017-08-18 10:27:48+00:00,2017-10-02 10:28:47+00:00,2017-08-30 05:39:18+00:00,2017-08-30 05:39:18+00:00,False
ac112f7d75a0714af1bd86ab17749b31f7809640,128387317,280,closed,Fix for #279.,Use scheme from parent router when building URLs.,2017-06-30 14:52:21+00:00,2017-07-04 21:07:43+00:00,2017-07-04 07:43:46+00:00,2017-07-04 07:43:46+00:00,False
37b3a6cace5ebe92c9b1494fab04d5e7767b271b,128387317,280,closed,Fix for #279.,Use scheme from parent router when building URLs.,2017-06-30 14:52:21+00:00,2017-07-04 21:07:43+00:00,2017-07-04 07:43:46+00:00,2017-07-04 07:43:46+00:00,False
8c683ee571b6ee7ffc9f1cafd13103c422e71cbf,126864740,277,closed,,Fix typo,2017-06-21 21:27:37+00:00,2017-06-21 22:07:36+00:00,2017-06-21 22:07:34+00:00,2017-06-21 22:07:34+00:00,False
18fca31550181693b3a834a15b74b564b3605876,123135729,270,closed,"This PR builds on and supersedes #230. It fixes #238 and #255.

* Rebased the two commits by @pamburus from #230 and resolved the conflicts.
* Updated README.md and the godocs to reflect the new functionality.
* Added a test for escaped query values, which duplicated #238.
* Added a fix for #238. The fix for that—changing the default pattern for query values from `[^?&]*` to `.*`—is safe because the Go standard library has already removed the semantically important `?` and `&` characters from the query string when parsing it into individual key/value pairs. The matching logic in `routeRegexp.matchQueryString` uses the regex to match already parsed and decoded query values returned by `routeRegexp.getURLQuery`.",Add support for queries in URL reversing.,2017-05-30 20:25:40+00:00,2017-06-29 20:18:17+00:00,2017-06-02 19:31:41+00:00,2017-06-02 19:31:41+00:00,False
c7a138dbc1778cafd4aaddb7ce7975a5f3649a49,123135729,270,closed,"This PR builds on and supersedes #230. It fixes #238 and #255.

* Rebased the two commits by @pamburus from #230 and resolved the conflicts.
* Updated README.md and the godocs to reflect the new functionality.
* Added a test for escaped query values, which duplicated #238.
* Added a fix for #238. The fix for that—changing the default pattern for query values from `[^?&]*` to `.*`—is safe because the Go standard library has already removed the semantically important `?` and `&` characters from the query string when parsing it into individual key/value pairs. The matching logic in `routeRegexp.matchQueryString` uses the regex to match already parsed and decoded query values returned by `routeRegexp.getURLQuery`.",Add support for queries in URL reversing.,2017-05-30 20:25:40+00:00,2017-06-29 20:18:17+00:00,2017-06-02 19:31:41+00:00,2017-06-02 19:31:41+00:00,False
f9aa23a02ba450e8ded2b1cb2ac8b4cd5a8bb123,123135729,270,closed,"This PR builds on and supersedes #230. It fixes #238 and #255.

* Rebased the two commits by @pamburus from #230 and resolved the conflicts.
* Updated README.md and the godocs to reflect the new functionality.
* Added a test for escaped query values, which duplicated #238.
* Added a fix for #238. The fix for that—changing the default pattern for query values from `[^?&]*` to `.*`—is safe because the Go standard library has already removed the semantically important `?` and `&` characters from the query string when parsing it into individual key/value pairs. The matching logic in `routeRegexp.matchQueryString` uses the regex to match already parsed and decoded query values returned by `routeRegexp.getURLQuery`.",Add support for queries in URL reversing.,2017-05-30 20:25:40+00:00,2017-06-29 20:18:17+00:00,2017-06-02 19:31:41+00:00,2017-06-02 19:31:41+00:00,False
9c9af153a18415409f478fe09658a3af59366515,123135729,270,closed,"This PR builds on and supersedes #230. It fixes #238 and #255.

* Rebased the two commits by @pamburus from #230 and resolved the conflicts.
* Updated README.md and the godocs to reflect the new functionality.
* Added a test for escaped query values, which duplicated #238.
* Added a fix for #238. The fix for that—changing the default pattern for query values from `[^?&]*` to `.*`—is safe because the Go standard library has already removed the semantically important `?` and `&` characters from the query string when parsing it into individual key/value pairs. The matching logic in `routeRegexp.matchQueryString` uses the regex to match already parsed and decoded query values returned by `routeRegexp.getURLQuery`.",Add support for queries in URL reversing.,2017-05-30 20:25:40+00:00,2017-06-29 20:18:17+00:00,2017-06-02 19:31:41+00:00,2017-06-02 19:31:41+00:00,False
043ee6597c29786140136a5747b6a886364f5282,122121988,269,closed,"In the ""Listing Routes"" example code, `.HandleFunc` was being called on a `*mux.Route` rather than `*mux.Router`. Updated the example code to work.",Fix invalid example code,2017-05-24 00:21:03+00:00,2017-05-24 01:34:25+00:00,2017-05-24 01:01:05+00:00,2017-05-24 01:01:05+00:00,False
59ce66852b697ee9168e885e69857d678847633d,122121988,269,closed,"In the ""Listing Routes"" example code, `.HandleFunc` was being called on a `*mux.Route` rather than `*mux.Router`. Updated the example code to work.",Fix invalid example code,2017-05-24 00:21:03+00:00,2017-05-24 01:34:25+00:00,2017-05-24 01:01:05+00:00,2017-05-24 01:01:05+00:00,False
85b8c203a414fa3650401cd5c6aa926dd1e275d9,121881848,268,closed,"Looks like there was just part of a conflict marker in the README file, so I figured I'd remove it.",Removing half of conflict marker,2017-05-22 22:56:25+00:00,2017-05-23 02:46:13+00:00,2017-05-23 02:46:13+00:00,2017-05-23 02:46:13+00:00,False
456bcfa82d672db7cae587c9b541463f65bc2718,121556300,264,closed,Fixes #263,Update ancestors parameter for WalkFunc for matcher subrouters,2017-05-19 18:24:11+00:00,2017-05-22 15:17:50+00:00,2017-05-22 15:17:49+00:00,2017-05-22 15:17:49+00:00,False
4d814f7650d4fb90c7f13da96d37831f6c11f86e,121556300,264,closed,Fixes #263,Update ancestors parameter for WalkFunc for matcher subrouters,2017-05-19 18:24:11+00:00,2017-05-22 15:17:50+00:00,2017-05-22 15:17:49+00:00,2017-05-22 15:17:49+00:00,False
a322b2c2ecff2decd1b67fe1fa472ad779e9ae0f,121558457,265,closed,"Matches all routes instead of just routes with paths.

Fixes #261",Update Walk to match all subrouters,2017-05-19 18:36:28+00:00,2017-05-21 21:35:08+00:00,2017-05-21 21:35:08+00:00,2017-05-21 21:35:08+00:00,False
bcd8bc72b08df0f70df986b97f95590779502d31,121369332,260,closed,"- Capture first scheme configured for a route for use when building URLs.
- Add new Route.URLScheme method similar to URLHost and URLPath.
- Update Route.URLHost and Route.URL to use the captured scheme if present.

Fixes #13. Supersedes #161. ",Support building URLs with non-http schemes.,2017-05-18 20:21:03+00:00,2017-05-21 12:38:06+00:00,2017-05-21 04:50:13+00:00,2017-05-21 04:50:13+00:00,False
751308a60a84015f1232e8aa1fa7f4f4ecb2dd0f,111326643,244,closed,"Add method `GetPathRegexp`  which returns original regex for path.
Add method `GetMethods` which returns all available methods for path.",Get extra information about a route for a documentation ,2017-03-17 17:14:18+00:00,2017-05-22 18:47:58+00:00,2017-05-20 22:55:47+00:00,2017-05-20 22:55:47+00:00,False
b552615e22224a497dda4bae89940eeb05c0cd53,111326643,244,closed,"Add method `GetPathRegexp`  which returns original regex for path.
Add method `GetMethods` which returns all available methods for path.",Get extra information about a route for a documentation ,2017-03-17 17:14:18+00:00,2017-05-22 18:47:58+00:00,2017-05-20 22:55:47+00:00,2017-05-20 22:55:47+00:00,False
1856953e530eab2cb8793c42c7e9c1e6b1dc2709,111326643,244,closed,"Add method `GetPathRegexp`  which returns original regex for path.
Add method `GetMethods` which returns all available methods for path.",Get extra information about a route for a documentation ,2017-03-17 17:14:18+00:00,2017-05-22 18:47:58+00:00,2017-05-20 22:55:47+00:00,2017-05-20 22:55:47+00:00,False
4c1c3952b7d9d0a061a3fa7b36fd373ba0398ebc,117804890,250,closed,,fixed typo,2017-04-26 20:40:33+00:00,2017-04-27 11:55:55+00:00,2017-04-27 04:12:51+00:00,2017-04-27 04:12:51+00:00,False
599cba5e7b6137d46ddf58fb1765f5d928e69604,108013756,234,closed,Fixing Regexp in the benchmark test,Fixing small bug in the benchmark test,2017-02-26 17:39:42+00:00,2017-02-28 22:43:58+00:00,2017-02-28 22:43:54+00:00,2017-02-28 22:43:54+00:00,False
ad4ce0eb1694e1a48fd8e2e764dd0e1aec118326,108248672,235,closed,"Fixed the unclear logic that was discussed in https://github.com/gorilla/mux/pull/215 comment:
https://github.com/gorilla/mux/pull/215#issuecomment-282473563

I'm not sure if extra tests are needed here, but if they are let me know so I can add them.
","updating logic in route matcher, cleaner and saner",2017-02-28 02:59:14+00:00,2017-02-28 03:45:04+00:00,2017-02-28 03:44:50+00:00,2017-02-28 03:44:50+00:00,False
999ef73f5d50979cf6d12afed1726325b63f9570,107700424,232,closed,Fixes #228,Add sourcegraph badge,2017-02-23 19:57:34+00:00,2017-02-23 20:25:55+00:00,2017-02-23 20:25:55+00:00,2017-02-23 20:25:55+00:00,False
89d16fe9a0996a117f467bf04085b1660398a418,107700424,232,closed,Fixes #228,Add sourcegraph badge,2017-02-23 19:57:34+00:00,2017-02-23 20:25:55+00:00,2017-02-23 20:25:55+00:00,2017-02-23 20:25:55+00:00,False
392c28fe23e1c45ddba891b0320b3b5df220beea,101956002,218,closed,,"Fix issue 200, fail fast if regex is incorrectly specified using capturing groups",2017-01-17 22:00:59+00:00,2017-01-18 21:56:06+00:00,2017-01-18 13:43:45+00:00,2017-01-18 13:43:45+00:00,False
cafdb65e9ebf0275ed34de6b54f316e440a756bb,101821097,217,closed,,Update README.md,2017-01-17 09:01:39+00:00,2017-01-18 13:43:24+00:00,2017-01-18 13:43:24+00:00,2017-01-18 13:43:24+00:00,False
b12896167c61cb7a17ee5f15c2ba0729d78793db,87538219,199,closed,"(this confused the heck out of me while trying to use Gorilla)
- Changed `request` to be just `r`, like the other handlers.
- Created complete wrapper function instead of just 2 lines.
",Clarify how route variables work. (#151),2016-09-30 17:57:33+00:00,2017-01-17 07:01:08+00:00,2017-01-17 07:01:08+00:00,2017-01-17 07:01:08+00:00,False
34dda716af12ba79ed40ce1f66b102ff75dc3411,101633330,215,closed,"This should fix https://github.com/gorilla/mux/issues/79. 
Looking for feedback! ",Adding in a check for routes with just /,2017-01-16 05:50:23+00:00,2017-02-26 20:31:15+00:00,2017-01-17 06:41:12+00:00,2017-01-17 06:41:12+00:00,False
b9ff34f617bc0e162f0ebc5f4902303b4ac4889e,101633330,215,closed,"This should fix https://github.com/gorilla/mux/issues/79. 
Looking for feedback! ",Adding in a check for routes with just /,2017-01-16 05:50:23+00:00,2017-02-26 20:31:15+00:00,2017-01-17 06:41:12+00:00,2017-01-17 06:41:12+00:00,False
293ebe14936bf5aa585139c72ea2f28d4164f984,101633330,215,closed,"This should fix https://github.com/gorilla/mux/issues/79. 
Looking for feedback! ",Adding in a check for routes with just /,2017-01-16 05:50:23+00:00,2017-02-26 20:31:15+00:00,2017-01-17 06:41:12+00:00,2017-01-17 06:41:12+00:00,False
910dd3aa3181e73b3605b92f5db7768a460721c1,87538219,199,closed,"(this confused the heck out of me while trying to use Gorilla)
- Changed `request` to be just `r`, like the other handlers.
- Created complete wrapper function instead of just 2 lines.
",Clarify how route variables work. (#151),2016-09-30 17:57:33+00:00,2017-01-17 07:01:08+00:00,2017-01-17 07:01:08+00:00,2017-01-17 07:01:08+00:00,False
239e05fe53b524b5e5cbccd56d6963a31094822f,87538219,199,closed,"(this confused the heck out of me while trying to use Gorilla)
- Changed `request` to be just `r`, like the other handlers.
- Created complete wrapper function instead of just 2 lines.
",Clarify how route variables work. (#151),2016-09-30 17:57:33+00:00,2017-01-17 07:01:08+00:00,2017-01-17 07:01:08+00:00,2017-01-17 07:01:08+00:00,False
757bef944d0f21880861c2dd9c871ca543023cba,85982557,196,closed,,document non-capturing groups (closes #143),2016-09-20 14:07:58+00:00,2016-09-20 23:08:47+00:00,2016-09-20 23:08:13+00:00,2016-09-20 23:08:13+00:00,False
14f5df0128b7c89faab437c00d0ea98fb56e03a0,85982557,196,closed,,document non-capturing groups (closes #143),2016-09-20 14:07:58+00:00,2016-09-20 23:08:47+00:00,2016-09-20 23:08:13+00:00,2016-09-20 23:08:13+00:00,False
0a192a193177452756c362c20087ddafcf6829c4,83326897,190,closed,"As discussed in #184 
",Add useEncodedPath option to router and routes,2016-08-30 18:56:18+00:00,2016-09-02 15:33:43+00:00,2016-09-02 15:33:43+00:00,2016-09-02 15:33:43+00:00,False
0b13a922203ebdbfd236c818efcd5ed46097d690,81620503,185,closed,"The current implementation was failing in a case where there are two route vars right next to each other and the second one matched the empty string. Because of that, `prevEnd < matches[i+1]` evaluated to `false` and the matches got assigned to the wrong names.

Having a capturing regexp group in a route pattern is never useful. This commit changes the tests accordingly. Another option would be to automatically turn capturing groups into non-capturing ones (adding the `?:` automatically).
","Simplify extractVars, fixes edge cases.",2016-08-17 10:41:59+00:00,2016-08-27 16:50:44+00:00,2016-08-27 16:50:34+00:00,2016-08-27 16:50:34+00:00,False
